benefit_id,card_id,row_type,benefit_group,benefit_title,category,category_id,on_offline,benefit_type,benefit_value,benefit_unit,target_merchants,performance_level,performance_min,performance_max,min_amount,max_count,max_limit,max_limit_unit,group_max_limit,group_max_limit_unit,unit_amount,benefit_content,ui_title,ui_content,updated_at
04361_B0013,4361,주요혜택,생활업종 청구할인,주유(충전) 청구할인,자동차/주유,6,Offline,할인,5,%,주유(충전),전월 실적 50만원 이상,500000,1000000,10000,,,원,10000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",자동차/주유 5% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0014,4361,주요혜택,생활업종 청구할인,주유(충전) 청구할인,자동차/주유,6,Offline,할인,10,%,주유(충전),전월 실적 100만원 이상,1000000,,10000,,,원,20000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",자동차/주유 10% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0015,4361,주요혜택,생활업종 청구할인,미용실 청구할인,패션/뷰티,2,Offline,할인,5,%,미용실,전월 실적 50만원 이상,500000,1000000,10000,,,원,10000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",패션/뷰티 5% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0016,4361,주요혜택,생활업종 청구할인,미용실 청구할인,패션/뷰티,2,Offline,할인,10,%,미용실,전월 실적 100만원 이상,1000000,,10000,,,원,20000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",패션/뷰티 10% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0017,4361,주요혜택,생활업종 청구할인,골프(연습)장 청구할인,레저/스포츠,9,Offline,할인,5,%,골프(연습)장,전월 실적 50만원 이상,500000,1000000,10000,,,원,10000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",레저/스포츠 5% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0018,4361,주요혜택,생활업종 청구할인,골프(연습)장 청구할인,레저/스포츠,9,Offline,할인,10,%,골프(연습)장,전월 실적 100만원 이상,1000000,,10000,,,원,20000,,,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",레저/스포츠 10% 할인,"[생활업종 청구할인]
* 생활업종 : 학원, 약국, 패밀리레스토랑, 편의점. 주유(충전), 미용실, 골프(연습)장
* 서비스 대상 업종은 KB국민카드에 등록된 가맹점 업종 분류 기준을 따름
* 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일App을 통한 온라인 거래시 할인 제외
* 호텔, 백화점, 할인점, 면세점, 공항 기차역 등 임대매장에 입점한 오프라인 매장 및 배달앱을 통한 이용금액은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>제공기준</th></tr><tr><td>50만원 이상</td><td>1만원</td><td>5%</td><td rowspan=""2"">건당 1만원 이상 이용 시</td></tr><tr><td>100만원 이상</td><td>2만원</td><td>10%</td></tr></table>",2026-06-05
04361_B0019,4361,주요혜택,구독서비스 청구할인,구독서비스 청구할인,구독/스트리밍,8,Online,할인,10,%,"넷플릭스, 디즈니플러스, 웨이브",전월 실적 50만원 이상,500000,,0,,5000,원,,,,"[구독서비스 청구할인]
* 공식 홈페이지 및 모바일(App)을 통한 정기결제 시 제공
* 간편결제(Pay) 또는 구글 플레이스토어 및 앱스토어를 통한 인입 결제건 등은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>대상 가맹점</th></tr><tr><td>50만원 이상</td><td>5천원</td><td>10%</td><td>넷플릭스, 디즈니플러스, 웨이브</td></tr></table>",구독/스트리밍 10% 할인,"[구독서비스 청구할인]
* 공식 홈페이지 및 모바일(App)을 통한 정기결제 시 제공
* 간편결제(Pay) 또는 구글 플레이스토어 및 앱스토어를 통한 인입 결제건 등은 할인 제외
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>월 할인한도</th><th>할인율</th><th>대상 가맹점</th></tr><tr><td>50만원 이상</td><td>5천원</td><td>10%</td><td>넷플릭스, 디즈니플러스, 웨이브</td></tr></table>",2026-06-05
04420_B0001,4420,주요혜택,제주항공 J 포인트 적립,제주항공 J 포인트 적립,항공,18,Both,포인트,10,포인트,제주항공,,0,,,,,,,,1200,"[제주항공 J 포인트 적립]
[신판 1,200원당 10~20P 적립]
[제주항공 J 포인트 적립으로 똑똑한 항공권 할인!]
- 일시불, 할부 이용금액 1,200원당 10Point 적립
- 제주항공 이용금액 1,200원당 10Point 추가 적립
- 제주항공 J 포인트는 제주항공의 Loyalty 프로그램으로 제주항공 항공권 구매시 10포인트부터 현금처럼 자유롭게 사용할 수 있습니다.(10포인트=10원)",항공 10포인트 적립,"[제주항공 J 포인트 적립]
[신판 1,200원당 10~20P 적립]
[제주항공 J 포인트 적립으로 똑똑한 항공권 할인!]
- 일시불, 할부 이용금액 1,200원당 10Point 적립
- 제주항공 이용금액 1,200원당 10Point 추가 적립
- 제주항공 J 포인트는 제주항공의 Loyalty 프로그램으로 제주항공 항공권 구매시 10포인트부터 현금처럼 자유롭게 사용할 수 있습니다.(10포인트=10원)",2026-06-06
04420_B0002,4420,주요혜택,인천 및 김포공항 소재,공항라운지 연 2회 무료 이용,항공,18,Offline,서비스,,,"인천공항, 김포공항",전월 실적 30만원 이상,300000,,,연 2회,,,,,,"[인천 및 김포공항 소재]
[공항라운지 연 2회 무료 이용]
- 1일 1회,연2회 인천 및 김포공항 소재 공항라운지 무료이용(연간:1월1일~연말) 단, 전월 이용실적 30만원 이상 시, 본인회원에 한함
- 무료 공항라운지 현황
<table class=""benefit-table""><tr><th>공항</th><th>이용라운지</th><th>이용시간</th><th>이용 문의전화</th></tr><tr><td rowspan=""2"">인천</td><td>SKY HUB</td><td>오전 7:00 ~ 오후 10:00</td><td>동편 032-743-4814 서편 032-743-4811</td></tr><tr><td>MARTINA</td><td>오전 7:00 ~ 오후 9:00</td><td>동편 032-743-3012 서편 032-743-3006</td></tr><tr><td>김포</td><td>SKY HUB</td><td>오전 6:30 ~ 오후 9:00</td><td>02-2667-0680 면세 구역 35번 게이트 옆</td></tr></table>
- 공항라운지 이용시 제주항공 J 포인트 KB국민카드와 보딩패스를 제시해 주시기 바랍니다
- 제휴처의 사정에 따라 운영 시간이 변동될 수 있으며, 해당 공항 라운지가 만석 또는 혼잡 시 입장이 제한될 수 있습니다.","인천·김포공항 공항라운지 연 2회 무료 이용 (1일 1회 한정, 전월 실적 30만원 이상 시)","[인천 및 김포공항 소재]
[공항라운지 연 2회 무료 이용]
- 1일 1회,연2회 인천 및 김포공항 소재 공항라운지 무료이용(연간:1월1일~연말) 단, 전월 이용실적 30만원 이상 시, 본인회원에 한함
- 무료 공항라운지 현황
<table class=""benefit-table""><tr><th>공항</th><th>이용라운지</th><th>이용시간</th><th>이용 문의전화</th></tr><tr><td rowspan=""2"">인천</td><td>SKY HUB</td><td>오전 7:00 ~ 오후 10:00</td><td>동편 032-743-4814 서편 032-743-4811</td></tr><tr><td>MARTINA</td><td>오전 7:00 ~ 오후 9:00</td><td>동편 032-743-3012 서편 032-743-3006</td></tr><tr><td>김포</td><td>SKY HUB</td><td>오전 6:30 ~ 오후 9:00</td><td>02-2667-0680 면세 구역 35번 게이트 옆</td></tr></table>
- 공항라운지 이용시 제주항공 J 포인트 KB국민카드와 보딩패스를 제시해 주시기 바랍니다
- 제휴처의 사정에 따라 운영 시간이 변동될 수 있으며, 해당 공항 라운지가 만석 또는 혼잡 시 입장이 제한될 수 있습니다.",2026-06-06
04423_B0001,4423,주요혜택,코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인,코웨이 렌탈료 청구할인,생활비,12,Both,할인,15000,원,코웨이 렌탈료,전월 실적 40만원 이상,400000,800000,0,,15000,원,,,,"[코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인]
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>할인금액</th><th>확인사항</th></tr><tr><td>40만원 이상</td><td>1만 5천원</td><td rowspan=""2"">할인금액보다 승인금액이 작을 경우 할인금액까지만 할인 코웨이 렌탈료 자동이체 건이 여러 건일 경우 합산하여 월 할인금액 내에서 할인</td></tr><tr><td>80만원 이상</td><td>2만원</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 40만원 이상 구간인 1만 5천원 청구할인 제공
- 해당 렌탈료 청구할인서비스는 코웨이 II 카드로 렌탈료 자동이체 시에만 제공되며, 카드 수령 후 코웨이 콜센터(☎1588-5200)에서 자동이체를 별도로 신청하시기 바랍니다. (자동이체 등록된 렌탈료가 카드사에 청구되는 시점부터 청구할인 적용)",생활비 15000원 할인,"[코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인]
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>할인금액</th><th>확인사항</th></tr><tr><td>40만원 이상</td><td>1만 5천원</td><td rowspan=""2"">할인금액보다 승인금액이 작을 경우 할인금액까지만 할인 코웨이 렌탈료 자동이체 건이 여러 건일 경우 합산하여 월 할인금액 내에서 할인</td></tr><tr><td>80만원 이상</td><td>2만원</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 40만원 이상 구간인 1만 5천원 청구할인 제공
- 해당 렌탈료 청구할인서비스는 코웨이 II 카드로 렌탈료 자동이체 시에만 제공되며, 카드 수령 후 코웨이 콜센터(☎1588-5200)에서 자동이체를 별도로 신청하시기 바랍니다. (자동이체 등록된 렌탈료가 카드사에 청구되는 시점부터 청구할인 적용)",2026-06-06
04423_B0002,4423,주요혜택,코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인,코웨이 렌탈료 청구할인,생활비,12,Both,할인,20000,원,코웨이 렌탈료,전월 실적 80만원 이상,800000,,0,,20000,원,,,,"[코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인]
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>할인금액</th><th>확인사항</th></tr><tr><td>40만원 이상</td><td>1만 5천원</td><td rowspan=""2"">할인금액보다 승인금액이 작을 경우 할인금액까지만 할인 코웨이 렌탈료 자동이체 건이 여러 건일 경우 합산하여 월 할인금액 내에서 할인</td></tr><tr><td>80만원 이상</td><td>2만원</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 40만원 이상 구간인 1만 5천원 청구할인 제공
- 해당 렌탈료 청구할인서비스는 코웨이 II 카드로 렌탈료 자동이체 시에만 제공되며, 카드 수령 후 코웨이 콜센터(☎1588-5200)에서 자동이체를 별도로 신청하시기 바랍니다. (자동이체 등록된 렌탈료가 카드사에 청구되는 시점부터 청구할인 적용)",생활비 20000원 할인,"[코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인]
<table class=""benefit-table""><tr><th>전월 이용실적</th><th>할인금액</th><th>확인사항</th></tr><tr><td>40만원 이상</td><td>1만 5천원</td><td rowspan=""2"">할인금액보다 승인금액이 작을 경우 할인금액까지만 할인 코웨이 렌탈료 자동이체 건이 여러 건일 경우 합산하여 월 할인금액 내에서 할인</td></tr><tr><td>80만원 이상</td><td>2만원</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 40만원 이상 구간인 1만 5천원 청구할인 제공
- 해당 렌탈료 청구할인서비스는 코웨이 II 카드로 렌탈료 자동이체 시에만 제공되며, 카드 수령 후 코웨이 콜센터(☎1588-5200)에서 자동이체를 별도로 신청하시기 바랍니다. (자동이체 등록된 렌탈료가 카드사에 청구되는 시점부터 청구할인 적용)",2026-06-06
04423_B0003,4423,주요혜택,코웨이 연간리워드 5~10% 포인트리 적립,코웨이 연간리워드,생활비,12,Offline,포인트,5,%,"코웨이 (렌탈료, 제품구매)",전월 실적 1000만원 이상,1000000,15000000,,연 1회,500000,포인트,,,,"[코웨이 연간리워드 5~10% 포인트리 적립]
- 코웨이II 카드로 코웨이에서 연간 결제한 금액 (전년도 1~12월, 렌탈료 및 제품구매금액)의 5~10% 포인트리 적립 (연 1회)
<table class=""benefit-table""><tr><th>연간 결제실적</th><th>적립률</th><th>연 적립한도</th></tr><tr><td>1,000만원 이상</td><td>5%</td><td>5만 포인트리</td></tr><tr><td>1,500만원 이상</td><td>10%</td><td>10만 포인트리</td></tr></table>
- 연간결제실적 기준 및 서비스 확인사항은 ""안내사항"" 참고
- 포인트리는 매년 2월 28일 (영업일이 아닌 경우 다음 영업일) 적립",생활비 5% 적립,"[코웨이 연간리워드 5~10% 포인트리 적립]
- 코웨이II 카드로 코웨이에서 연간 결제한 금액 (전년도 1~12월, 렌탈료 및 제품구매금액)의 5~10% 포인트리 적립 (연 1회)
<table class=""benefit-table""><tr><th>연간 결제실적</th><th>적립률</th><th>연 적립한도</th></tr><tr><td>1,000만원 이상</td><td>5%</td><td>5만 포인트리</td></tr><tr><td>1,500만원 이상</td><td>10%</td><td>10만 포인트리</td></tr></table>
- 연간결제실적 기준 및 서비스 확인사항은 ""안내사항"" 참고
- 포인트리는 매년 2월 28일 (영업일이 아닌 경우 다음 영업일) 적립",2026-06-06
04423_B0004,4423,주요혜택,코웨이 연간리워드 5~10% 포인트리 적립,코웨이 연간리워드,생활비,12,Offline,포인트,10,%,"코웨이 (렌탈료, 제품구매)",전월 실적 1500만원 이상,1500000,,,연 1회,1000000,포인트,,,,"[코웨이 연간리워드 5~10% 포인트리 적립]
- 코웨이II 카드로 코웨이에서 연간 결제한 금액 (전년도 1~12월, 렌탈료 및 제품구매금액)의 5~10% 포인트리 적립 (연 1회)
<table class=""benefit-table""><tr><th>연간 결제실적</th><th>적립률</th><th>연 적립한도</th></tr><tr><td>1,000만원 이상</td><td>5%</td><td>5만 포인트리</td></tr><tr><td>1,500만원 이상</td><td>10%</td><td>10만 포인트리</td></tr></table>
- 연간결제실적 기준 및 서비스 확인사항은 ""안내사항"" 참고
- 포인트리는 매년 2월 28일 (영업일이 아닌 경우 다음 영업일) 적립",생활비 10% 적립,"[코웨이 연간리워드 5~10% 포인트리 적립]
- 코웨이II 카드로 코웨이에서 연간 결제한 금액 (전년도 1~12월, 렌탈료 및 제품구매금액)의 5~10% 포인트리 적립 (연 1회)
<table class=""benefit-table""><tr><th>연간 결제실적</th><th>적립률</th><th>연 적립한도</th></tr><tr><td>1,000만원 이상</td><td>5%</td><td>5만 포인트리</td></tr><tr><td>1,500만원 이상</td><td>10%</td><td>10만 포인트리</td></tr></table>
- 연간결제실적 기준 및 서비스 확인사항은 ""안내사항"" 참고
- 포인트리는 매년 2월 28일 (영업일이 아닌 경우 다음 영업일) 적립",2026-06-06
04423_B0005,4423,주요혜택,놀이공원 30~50% 현장할인,롯데월드 종합이용권 할인,레저/스포츠,9,Offline,할인,50,%,"롯데월드, 에버랜드",전월 실적 40만원 이상,400000,,,,,,,,,"[놀이공원 30~50% 현장할인]
<table class=""benefit-table""><tr><th>할인 대상</th><th>전월 이용실적</th><th>할인율</th><th>할인한도</th></tr><tr><th>롯데월드 종합이용권</th><td rowspan=""3"">40만원 이상</td><td>50%</td><td>회원별 일 1매, 월 2매, 연 5매 이내</td></tr><tr><th>에버랜드 자유이용권</th><td>50%</td><td>카드별 일 1매, 회원별 연 10매 이내</td></tr><tr><th>캐리비안베이 입장권</th><td>30%</td><td>카드별 일 1매 이내</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 현장할인 제공",레저/스포츠 50% 할인,"[놀이공원 30~50% 현장할인]
<table class=""benefit-table""><tr><th>할인 대상</th><th>전월 이용실적</th><th>할인율</th><th>할인한도</th></tr><tr><th>롯데월드 종합이용권</th><td rowspan=""3"">40만원 이상</td><td>50%</td><td>회원별 일 1매, 월 2매, 연 5매 이내</td></tr><tr><th>에버랜드 자유이용권</th><td>50%</td><td>카드별 일 1매, 회원별 연 10매 이내</td></tr><tr><th>캐리비안베이 입장권</th><td>30%</td><td>카드별 일 1매 이내</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 현장할인 제공",2026-06-06
04423_B0006,4423,주요혜택,놀이공원 30~50% 현장할인,캐리비안베이 입장권 할인,레저/스포츠,9,Offline,할인,30,%,캐리비안베이,전월 실적 40만원 이상,400000,,,,,,,,,"[놀이공원 30~50% 현장할인]
<table class=""benefit-table""><tr><th>할인 대상</th><th>전월 이용실적</th><th>할인율</th><th>할인한도</th></tr><tr><th>롯데월드 종합이용권</th><td rowspan=""3"">40만원 이상</td><td>50%</td><td>회원별 일 1매, 월 2매, 연 5매 이내</td></tr><tr><th>에버랜드 자유이용권</th><td>50%</td><td>카드별 일 1매, 회원별 연 10매 이내</td></tr><tr><th>캐리비안베이 입장권</th><td>30%</td><td>카드별 일 1매 이내</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 현장할인 제공",레저/스포츠 30% 할인,"[놀이공원 30~50% 현장할인]
<table class=""benefit-table""><tr><th>할인 대상</th><th>전월 이용실적</th><th>할인율</th><th>할인한도</th></tr><tr><th>롯데월드 종합이용권</th><td rowspan=""3"">40만원 이상</td><td>50%</td><td>회원별 일 1매, 월 2매, 연 5매 이내</td></tr><tr><th>에버랜드 자유이용권</th><td>50%</td><td>카드별 일 1매, 회원별 연 10매 이내</td></tr><tr><th>캐리비안베이 입장권</th><td>30%</td><td>카드별 일 1매 이내</td></tr></table>
- 최초카드 사용등록일로부터 다음달 말일까지는 전월 실적이 없는 경우에도 현장할인 제공",2026-06-06
04434_B0001,4434,주요혜택,삼성 페이 할인서비스,삼성 페이 할인,페이/간편결제,10,Both,할인,10,%,삼성 페이,전월 실적 40만원 이상,400000,,30000,,15000,원,,,,"[삼성 페이 할인서비스]
<table class=""benefit-table""><tr><th>구분</th><th>할인율</th><th>월 할인 한도</th><th>확인사항</th></tr><tr><td>삼성 페이 할인</td><td>10%</td><td>15,000원</td><td>삼성 페이로 건당 3만원 이상 결제 시 청구 할인</td></tr></table>
- 삼성 PAY카드 할인서비스는 전월 이용실적 40만원 이상 시 혜택이 제공됩니다.
- 최초 카드 사용등록일로부터 다음 달 말일까지는 전월 이용실적이 없는 경우에도 할인서비스가 제공됩니다.
- 삼성 페이 이용약관 등 세부사항은 삼성 페이 App에서 확인할 수 있습니다.",페이/간편결제 10% 할인,"[삼성 페이 할인서비스]
<table class=""benefit-table""><tr><th>구분</th><th>할인율</th><th>월 할인 한도</th><th>확인사항</th></tr><tr><td>삼성 페이 할인</td><td>10%</td><td>15,000원</td><td>삼성 페이로 건당 3만원 이상 결제 시 청구 할인</td></tr></table>
- 삼성 PAY카드 할인서비스는 전월 이용실적 40만원 이상 시 혜택이 제공됩니다.
- 최초 카드 사용등록일로부터 다음 달 말일까지는 전월 이용실적이 없는 경우에도 할인서비스가 제공됩니다.
- 삼성 페이 이용약관 등 세부사항은 삼성 페이 App에서 확인할 수 있습니다.",2026-06-06
